language,row_index,method,label_idx,token_count,naopc,elapsed_time_seconds,text_snippet
afr,0,loo,3,19,0.2534219547194102,0.9083,Ten laaste wil ek die Afrikaan...
afr,0,shap,3,19,0.2596572934212503,6.4751,Ten laaste wil ek die Afrikaan...
afr,0,lime,3,19,0.2534219547194102,105.2652,Ten laaste wil ek die Afrikaan...
afr,0,marginalization,3,19,0.1251712553684535,5.0003,Ten laaste wil ek die Afrikaan...
afr,0,plex,3,19,0.11470249380669928,4.5313,Ten laaste wil ek die Afrikaan...
afr,1,loo,0,17,1.0,0.7864,Soos u sekerlik weet is verrei...
afr,1,shap,0,17,1.0,4.9556,Soos u sekerlik weet is verrei...
afr,1,lime,0,17,1.0,105.332,Soos u sekerlik weet is verrei...
afr,1,marginalization,0,17,1.0,4.313,Soos u sekerlik weet is verrei...
afr,1,plex,0,17,1.0,4.0072,Soos u sekerlik weet is verrei...
afr,2,loo,3,12,0.3250471931461151,0.5537,Die verbeterings is sigbaar en...
afr,2,shap,3,12,0.43911065465936655,2.6853,Die verbeterings is sigbaar en...
afr,2,lime,3,12,0.3250471931461151,101.7007,Die verbeterings is sigbaar en...
afr,2,marginalization,3,12,0.5385738953825093,2.9507,Die verbeterings is sigbaar en...
afr,2,plex,3,12,0.35875761763985037,2.6792,Die verbeterings is sigbaar en...
afr,3,loo,3,17,0.3288220206252334,0.7715,Sy het hom gevra om die berig ...
afr,3,shap,3,17,0.23578639843023555,4.9441,Sy het hom gevra om die berig ...
afr,3,lime,3,17,0.3288220206252334,104.2597,Sy het hom gevra om die berig ...
afr,3,marginalization,3,17,0.08712327643423695,4.26,Sy het hom gevra om die berig ...
afr,3,plex,3,17,0.2664171369527269,3.9434,Sy het hom gevra om die berig ...
afr,4,loo,3,14,0.46981130602817545,0.6377,En sy het hom gerusgestel en v...
afr,4,shap,3,14,0.6712417269683331,3.4373,En sy het hom gerusgestel en v...
afr,4,lime,3,14,0.46981130602817545,102.6058,En sy het hom gerusgestel en v...
afr,4,marginalization,3,14,0.39909096309274333,3.4803,En sy het hom gerusgestel en v...
afr,4,plex,3,14,0.418063614981079,3.172,En sy het hom gerusgestel en v...
afr,5,loo,3,14,0.2725784805548228,0.6411,Een van die plaaswerker-ontwik...
afr,5,shap,3,14,0.2725784805548228,4.1754,Een van die plaaswerker-ontwik...
afr,5,lime,3,14,0.2725784805548228,105.5687,Een van die plaaswerker-ontwik...
afr,5,marginalization,3,14,0.08708829382130123,3.6199,Een van die plaaswerker-ontwik...
afr,5,plex,3,14,0.14188478467175636,3.4559,Een van die plaaswerker-ontwik...
afr,6,loo,3,13,0.4014088087315896,0.6586,Daar is geen regverdiging vir ...
afr,6,shap,3,13,0.16574201172719533,3.0136,Daar is geen regverdiging vir ...
afr,6,lime,3,13,0.4014088087315896,105.0132,Daar is geen regverdiging vir ...
afr,6,marginalization,3,13,0.4512149844308966,3.3731,Daar is geen regverdiging vir ...
afr,6,plex,3,13,0.42677482034707337,3.0925,Daar is geen regverdiging vir ...
afr,7,loo,3,9,0.12955672009088479,0.4263,Minister Dowry het hierdie for...
afr,7,shap,3,9,0.3801990258689343,1.5583,Minister Dowry het hierdie for...
afr,7,lime,3,9,0.12955672009088479,99.1766,Minister Dowry het hierdie for...
afr,7,marginalization,3,9,0.11994499816115543,2.2347,Minister Dowry het hierdie for...
afr,7,plex,3,9,0.15950715761709996,2.0197,Minister Dowry het hierdie for...
afr,8,loo,3,23,0.09449480683325946,1.0706,Dit wil sê as hier hopelik nie...
afr,8,shap,3,23,0.17074364936581443,9.5632,Dit wil sê as hier hopelik nie...
afr,8,lime,3,23,0.09449480683325946,108.3734,Dit wil sê as hier hopelik nie...
afr,8,marginalization,3,23,0.11327530824377217,6.3056,Dit wil sê as hier hopelik nie...
afr,8,plex,3,23,0.12194651922247167,5.7851,Dit wil sê as hier hopelik nie...
afr,9,loo,5,17,0.9586208017487102,0.7884,Die algemene verwagting is byv...
afr,9,shap,5,17,1.0,5.089,Die algemene verwagting is byv...
afr,9,lime,5,17,0.9586208017487102,105.2777,Die algemene verwagting is byv...
afr,9,marginalization,5,17,0.669960168069749,4.4371,Die algemene verwagting is byv...
afr,9,plex,5,17,0.9627434194967756,4.0427,Die algemene verwagting is byv...
afr,10,loo,3,16,0.27338976909649765,0.7469,Dit is merkwaardig dat die hel...
afr,10,shap,3,16,0.130765511353876,4.2322,Dit is merkwaardig dat die hel...
afr,10,lime,3,16,0.27338976909649765,104.4745,Dit is merkwaardig dat die hel...
afr,10,marginalization,3,16,0.2387843850246709,4.2611,Dit is merkwaardig dat die hel...
afr,10,plex,3,16,0.2155410145148562,4.0123,Dit is merkwaardig dat die hel...
afr,11,loo,3,22,0.3557104724595932,0.9936,Dit sal ons in staat stel om a...
afr,11,shap,3,22,0.2533583310857148,8.8059,Dit sal ons in staat stel om a...
afr,11,lime,3,22,0.3557104724595932,108.3926,Dit sal ons in staat stel om a...
afr,11,marginalization,3,22,0.1326420142748297,5.7292,Dit sal ons in staat stel om a...
afr,11,plex,3,22,0.409627404712207,5.3601,Dit sal ons in staat stel om a...
afr,12,loo,3,19,0.274294341183204,0.8815,In aansluiting daarby het hy s...
afr,12,shap,3,19,0.3190419917373227,6.4483,In aansluiting daarby het hy s...
afr,12,lime,3,19,0.274294341183204,108.4467,In aansluiting daarby het hy s...
afr,12,marginalization,3,19,0.2774466274240863,5.0164,In aansluiting daarby het hy s...
afr,12,plex,3,19,0.24853797034217093,4.5818,In aansluiting daarby het hy s...
afr,13,loo,3,21,0.2401277991152812,0.9517,Die rede hoekom ek hulle noem ...
afr,13,shap,3,21,0.2401277991152812,9.3839,Die rede hoekom ek hulle noem ...
afr,13,lime,3,21,0.2401277991152812,108.6966,Die rede hoekom ek hulle noem ...
afr,13,marginalization,3,21,0.10860453077513481,5.5647,Die rede hoekom ek hulle noem ...
afr,13,plex,3,21,0.1370482634620092,5.0007,Die rede hoekom ek hulle noem ...
afr,14,loo,3,17,0.07958430388682437,0.7917,Andersyds baar die onttrekking...
afr,14,shap,3,17,0.25632551268299125,5.0915,Andersyds baar die onttrekking...
afr,14,lime,3,17,0.07958430388682437,108.0511,Andersyds baar die onttrekking...
afr,14,marginalization,3,17,0.10611174516281431,4.5725,Andersyds baar die onttrekking...
afr,14,plex,3,17,0.10150276434763728,4.1754,Andersyds baar die onttrekking...
afr,15,loo,3,19,0.19974044178446068,0.9245,"Hierdie komitee sal, onder and..."
afr,15,shap,3,19,0.14427743949576305,6.6026,"Hierdie komitee sal, onder and..."
afr,15,lime,3,19,0.19974044178446068,109.4482,"Hierdie komitee sal, onder and..."
afr,15,marginalization,3,19,0.2821515671627181,5.4928,"Hierdie komitee sal, onder and..."
afr,15,plex,3,19,0.2474324238349034,5.0472,"Hierdie komitee sal, onder and..."
afr,16,loo,3,18,0.08246773064661292,0.8465,Sy bestuur haar departement ui...
afr,16,shap,3,18,0.15248996318435518,5.8769,Sy bestuur haar departement ui...
afr,16,lime,3,18,0.08246773064661292,108.4905,Sy bestuur haar departement ui...
afr,16,marginalization,3,18,0.09156244766445301,4.6522,Sy bestuur haar departement ui...
afr,16,plex,3,18,0.08246773064661292,4.3903,Sy bestuur haar departement ui...
afr,17,loo,3,12,0.45630081133607,0.5653,Die volle impak van hierdie te...
afr,17,shap,3,12,0.3794789958860833,2.7388,Die volle impak van hierdie te...
afr,17,lime,3,12,0.45630081133607,105.1854,Die volle impak van hierdie te...
afr,17,marginalization,3,12,0.4976078288480633,3.0689,Die volle impak van hierdie te...
afr,17,plex,3,12,0.6036141446339205,2.82,Die volle impak van hierdie te...
afr,18,loo,3,7,0.5064128101448394,0.3481,"Haar jonger sussie, Erna, was ..."
afr,18,shap,3,7,0.3256055251023869,0.9966,"Haar jonger sussie, Erna, was ..."
afr,18,lime,3,7,0.5064128101448394,103.1247,"Haar jonger sussie, Erna, was ..."
afr,18,marginalization,3,7,0.17443798405596345,2.0248,"Haar jonger sussie, Erna, was ..."
afr,18,plex,3,7,0.49203023085075687,1.8544,"Haar jonger sussie, Erna, was ..."
afr,19,loo,3,20,0.31160016500620696,0.9309,Ons mikpunt is dat 60% van hui...
afr,19,shap,3,20,0.2203622822930468,7.3769,Ons mikpunt is dat 60% van hui...
afr,19,lime,3,20,0.31160016500620696,109.0847,Ons mikpunt is dat 60% van hui...
afr,19,marginalization,3,20,0.1373218803077917,5.4086,Ons mikpunt is dat 60% van hui...
afr,19,plex,3,20,0.25413392089594944,4.9845,Ons mikpunt is dat 60% van hui...
afr,20,loo,3,20,0.40059719275675787,0.9112,Die plaaslike Departement Afri...
afr,20,shap,3,20,0.40059719275675787,8.5971,Die plaaslike Departement Afri...
afr,20,lime,3,20,0.40059719275675787,109.2205,Die plaaslike Departement Afri...
afr,20,marginalization,3,20,0.2419262294464576,5.4452,Die plaaslike Departement Afri...
afr,20,plex,3,20,0.3986724548645907,4.8728,Die plaaslike Departement Afri...
afr,21,loo,5,10,1.0,0.4746,En dis nie ál wat in die tuin ...
afr,21,shap,5,10,1.0,1.955,En dis nie ál wat in die tuin ...
afr,21,lime,5,10,1.0,100.4424,En dis nie ál wat in die tuin ...
afr,21,marginalization,5,10,0.9870585917805255,2.5651,En dis nie ál wat in die tuin ...
afr,21,plex,5,10,1.0,2.3477,En dis nie ál wat in die tuin ...
afr,22,loo,3,18,0.35709432707907857,0.8585,"En as dit so is, dan was daard..."
afr,22,shap,3,18,0.37850582123575277,5.8902,"En as dit so is, dan was daard..."
afr,22,lime,3,18,0.35709432707907857,108.65,"En as dit so is, dan was daard..."
afr,22,marginalization,3,18,0.5244493514655618,4.7418,"En as dit so is, dan was daard..."
afr,22,plex,3,18,0.45564213540540505,4.3388,"En as dit so is, dan was daard..."
afr,23,loo,3,22,0.3250148711231432,1.0143,Dié interessantste knipsels en...
afr,23,shap,3,22,0.43271829465649225,8.7643,Dié interessantste knipsels en...
afr,23,lime,3,22,0.3250148711231432,109.3178,Dié interessantste knipsels en...
afr,23,marginalization,3,22,0.10051152675539106,6.101,Dié interessantste knipsels en...
afr,23,plex,3,22,0.18090758985290764,5.764,Dié interessantste knipsels en...
afr,24,loo,3,23,0.35328114683039574,1.0598,Ons is op koers om hierdie ont...
afr,24,shap,3,23,0.46111205209234946,9.5124,Ons is op koers om hierdie ont...
afr,24,lime,3,23,0.35328114683039574,107.8457,Ons is op koers om hierdie ont...
afr,24,marginalization,3,23,0.17547925393777716,6.0001,Ons is op koers om hierdie ont...
afr,24,plex,3,23,0.27385845068005604,5.5757,Ons is op koers om hierdie ont...
afr,25,loo,3,13,0.30602234345497015,0.6132,Om die aanleg te bedryf sal to...
afr,25,shap,3,13,0.2059358074490844,3.1189,Om die aanleg te bedryf sal to...
afr,25,lime,3,13,0.30602234345497015,103.8183,Om die aanleg te bedryf sal to...
afr,25,marginalization,3,13,0.3294089376727149,3.3549,Om die aanleg te bedryf sal to...
afr,25,plex,3,13,0.4098319611639632,3.1371,Om die aanleg te bedryf sal to...
afr,26,loo,3,5,0.32599987579875495,0.249,Daar mag seker uitsonderings w...
afr,26,shap,3,5,0.2567443738178549,0.5535,Daar mag seker uitsonderings w...
afr,26,lime,3,5,0.32599987579875495,91.2343,Daar mag seker uitsonderings w...
afr,26,marginalization,3,5,0.4761177803329729,1.2837,Daar mag seker uitsonderings w...
afr,26,plex,3,5,0.3770130229345179,1.1876,Daar mag seker uitsonderings w...
afr,27,loo,3,5,0.19999999999999998,0.2414,Alle skenkings sal erken word....
afr,27,shap,3,5,0.2821348439911405,0.5515,Alle skenkings sal erken word....
afr,27,lime,3,5,0.19999999999999998,90.6354,Alle skenkings sal erken word....
afr,27,marginalization,3,5,0.3452035492125005,1.3422,Alle skenkings sal erken word....
afr,27,plex,3,5,0.3452035492125005,1.2212,Alle skenkings sal erken word....
afr,28,loo,3,9,0.6137211079932101,0.4514,Ons wil en gaan u betrek in di...
afr,28,shap,3,9,0.33125603592916825,1.5699,Ons wil en gaan u betrek in di...
afr,28,lime,3,9,0.6137211079932101,102.435,Ons wil en gaan u betrek in di...
afr,28,marginalization,3,9,0.35734398678317564,2.6132,Ons wil en gaan u betrek in di...
afr,28,plex,3,9,0.483045606433634,2.4798,Ons wil en gaan u betrek in di...
afr,29,loo,5,12,1.0,0.5701,Ons belangrikste prioriteit is...
afr,29,shap,5,12,1.0,3.6057,Ons belangrikste prioriteit is...
afr,29,lime,5,12,1.0,104.4927,Ons belangrikste prioriteit is...
afr,29,marginalization,5,12,1.0,3.2141,Ons belangrikste prioriteit is...
afr,29,plex,5,12,1.0,2.9613,Ons belangrikste prioriteit is...
afr,30,loo,3,20,0.2393337364037572,0.924,Ook my sukses in die lewe het ...
afr,30,shap,3,20,0.2393337364037572,7.0554,Ook my sukses in die lewe het ...
afr,30,lime,3,20,0.2393337364037572,108.1355,Ook my sukses in die lewe het ...
afr,30,marginalization,3,20,0.10671921144714554,5.5061,Ook my sukses in die lewe het ...
afr,30,plex,3,20,0.21727720110064713,4.9772,Ook my sukses in die lewe het ...
afr,31,loo,3,10,0.4652247575198291,0.503,Die Begrotingsproses is nou ba...
afr,31,shap,3,10,0.5044528248290447,1.979,Die Begrotingsproses is nou ba...
afr,31,lime,3,10,0.4652247575198291,102.8366,Die Begrotingsproses is nou ba...
afr,31,marginalization,3,10,0.5476643359180056,2.5423,Die Begrotingsproses is nou ba...
afr,31,plex,3,10,0.43124855478839286,2.3356,Die Begrotingsproses is nou ba...
afr,32,loo,3,15,0.3293621347531786,0.7195,Ek vra u om my hand en die van...
afr,32,shap,3,15,0.5060243988737556,3.9911,Ek vra u om my hand en die van...
afr,32,lime,3,15,0.3293621347531786,107.3205,Ek vra u om my hand en die van...
afr,32,marginalization,3,15,0.17211995751526607,3.8077,Ek vra u om my hand en die van...
afr,32,plex,3,15,0.33634190286084403,3.4361,Ek vra u om my hand en die van...
afr,33,loo,4,11,1.0,0.5346,Gevolglik is daar mettertyd by...
afr,33,shap,4,11,1.0,2.4679,Gevolglik is daar mettertyd by...
afr,33,lime,4,11,1.0,104.2306,Gevolglik is daar mettertyd by...
afr,33,marginalization,4,11,1.0,2.829,Gevolglik is daar mettertyd by...
afr,33,plex,4,11,1.0,2.5972,Gevolglik is daar mettertyd by...
afr,34,loo,3,18,0.3718183244391757,0.8851,Daar was mense van die KP wat ...
afr,34,shap,3,18,0.4093645314341124,5.827,Daar was mense van die KP wat ...
afr,34,lime,3,18,0.3718183244391757,109.2568,Daar was mense van die KP wat ...
afr,34,marginalization,3,18,0.42500764642804395,4.7981,Daar was mense van die KP wat ...
afr,34,plex,3,18,0.5252690569958571,4.3644,Daar was mense van die KP wat ...
afr,35,loo,5,19,1.0,0.9044,Ter afsluiting; ek wil elkeen ...
afr,35,shap,5,19,1.0,6.6901,Ter afsluiting; ek wil elkeen ...
afr,35,lime,5,19,1.0,110.527,Ter afsluiting; ek wil elkeen ...
afr,35,marginalization,5,19,0.9467841025463996,5.0677,Ter afsluiting; ek wil elkeen ...
afr,35,plex,5,19,1.0,4.7329,Ter afsluiting; ek wil elkeen ...
afr,36,loo,3,17,0.2425470318338298,0.8193,Die groei van die rand het pos...
afr,36,shap,3,17,0.09733241354598553,5.0886,Die groei van die rand het pos...
afr,36,lime,3,17,0.2425470318338298,109.2902,Die groei van die rand het pos...
afr,36,marginalization,3,17,0.14955444800500736,4.8211,Die groei van die rand het pos...
afr,36,plex,3,17,0.1546007150284205,4.3497,Die groei van die rand het pos...
afr,37,loo,3,15,0.373282771594695,0.724,Hulle het 'n sleutelrol gespee...
afr,37,shap,3,15,0.3257798371170612,4.0146,Hulle het 'n sleutelrol gespee...
afr,37,lime,3,15,0.373282771594695,109.8335,Hulle het 'n sleutelrol gespee...
afr,37,marginalization,3,15,0.2403527282629529,4.0312,Hulle het 'n sleutelrol gespee...
afr,37,plex,3,15,0.2768561009936424,3.6397,Hulle het 'n sleutelrol gespee...
afr,38,loo,3,17,0.21617874103605136,0.8614,Daar is verskeie projekte wat ...
afr,38,shap,3,17,0.17839565944271302,5.161,Daar is verskeie projekte wat ...
afr,38,lime,3,17,0.21617874103605136,115.1507,Daar is verskeie projekte wat ...
afr,38,marginalization,3,17,0.24933913939098107,4.4859,Daar is verskeie projekte wat ...
afr,38,plex,3,17,0.27452767596065425,4.1448,Daar is verskeie projekte wat ...
afr,39,loo,3,12,0.2557149955700176,0.6136,Hulle werk baie hard om ons ta...
afr,39,shap,3,12,0.3648199319037892,2.8105,Hulle werk baie hard om ons ta...
afr,39,lime,3,12,0.2557149955700176,105.2338,Hulle werk baie hard om ons ta...
afr,39,marginalization,3,12,0.33160945846667556,2.9786,Hulle werk baie hard om ons ta...
afr,39,plex,3,12,0.21111237603783178,2.6937,Hulle werk baie hard om ons ta...
