language,row_index,method,label_idx,token_count,naopc,elapsed_time_seconds,text_snippet
jav,0,loo,0,15,0.4183013364845192,1.3049,Paling nyesek dadi TNI kui Nek...
jav,0,shap,0,15,0.4827796083752852,6.9567,Paling nyesek dadi TNI kui Nek...
jav,0,lime,0,15,0.4183013364845192,190.399,Paling nyesek dadi TNI kui Nek...
jav,0,marginalization,0,15,0.3953816151438699,5.5871,Paling nyesek dadi TNI kui Nek...
jav,0,plex,0,15,0.4284248389512398,4.995,Paling nyesek dadi TNI kui Nek...
jav,1,loo,0,7,0.28144928618058423,0.5954,"hok ternyata ngising ing kali,..."
jav,1,shap,0,7,0.27984261840141517,1.8267,"hok ternyata ngising ing kali,..."
jav,1,lime,0,7,0.28144928618058423,174.6335,"hok ternyata ngising ing kali,..."
jav,1,marginalization,0,7,0.32098403657494823,2.8629,"hok ternyata ngising ing kali,..."
jav,1,plex,0,7,0.2595888798687008,2.66,"hok ternyata ngising ing kali,..."
jav,2,loo,0,9,0.4379590595905166,0.7791,Ora nyangka aku wong Jawa teng...
jav,2,shap,0,9,0.31542537591360437,2.9499,Ora nyangka aku wong Jawa teng...
jav,2,lime,0,9,0.4379590595905166,180.3866,Ora nyangka aku wong Jawa teng...
jav,2,marginalization,0,9,0.37389385014668386,3.7219,Ora nyangka aku wong Jawa teng...
jav,2,plex,0,9,0.41404307006597896,3.3422,Ora nyangka aku wong Jawa teng...
jav,3,loo,0,14,0.3010903433189162,1.224,"Suwun yo Bayu, film iki ngobat..."
jav,3,shap,0,14,0.1468416225254599,6.7733,"Suwun yo Bayu, film iki ngobat..."
jav,3,lime,0,14,0.3010903433189162,188.024,"Suwun yo Bayu, film iki ngobat..."
jav,3,marginalization,0,14,0.2772116607476201,5.4356,"Suwun yo Bayu, film iki ngobat..."
jav,3,plex,0,14,0.28956962812357534,4.7896,"Suwun yo Bayu, film iki ngobat..."
jav,4,loo,0,30,0.2209089129424216,2.6372,duhhh telat banget tau lagu ik...
jav,4,shap,0,30,0.2209089129424216,23.9077,duhhh telat banget tau lagu ik...
